,filename_seg,counted
734,96 well image example__D11__5.jpg,1
735,96 well image example__D11__6.jpg,2
736,96 well image example__D11__7.jpg,1
737,96 well image example__D11__8.jpg,1
738,96 well image example__D11__9.jpg,1
739,96 well image example__D11__10.jpg,1
740,96 well image example__D11__11.jpg,1
741,96 well image example__D11__12.jpg,1
742,96 well image example__D11__13.jpg,2
743,96 well image example__D11__14.jpg,1
744,96 well image example__D11__15.jpg,1
745,96 well image example__D11__16.jpg,1
746,96 well image example__D12__1.jpg,2
747,96 well image example__D12__2.jpg,1
748,96 well image example__D12__3.jpg,1
749,96 well image example__D12__4.jpg,1
750,96 well image example__D12__5.jpg,1
751,96 well image example__D12__6.jpg,1
752,96 well image example__D12__7.jpg,1
753,96 well image example__D12__8.jpg,1
754,96 well image example__D12__9.jpg,1
755,96 well image example__D12__10.jpg,1
756,96 well image example__D12__11.jpg,1
757,96 well image example__D12__12.jpg,1
758,96 well image example__D12__13.jpg,3
759,96 well image example__D12__14.jpg,1
760,96 well image example__D12__15.jpg,1
761,96 well image example__E1__1.jpg,3
762,96 well image example__E1__2.jpg,1
763,96 well image example__E1__3.jpg,1
764,96 well image example__E1__4.jpg,1
765,96 well image example__E1__5.jpg,1
766,96 well image example__E1__6.jpg,1
767,96 well image example__E1__7.jpg,1
768,96 well image example__E1__8.jpg,1
769,96 well image example__E1__9.jpg,1
770,96 well image example__E1__10.jpg,2
771,96 well image example__E1__11.jpg,1
772,96 well image example__E1__12.jpg,1
773,96 well image example__E1__13.jpg,1
774,96 well image example__E1__14.jpg,3
775,96 well image example__E1__15.jpg,1
776,96 well image example__E1__16.jpg,1
777,96 well image example__E1__17.jpg,1
778,96 well image example__E1__18.jpg,1
779,96 well image example__E2__1.jpg,2
780,96 well image example__E2__2.jpg,1
781,96 well image example__E2__3.jpg,1
782,96 well image example__E2__4.jpg,1
783,96 well image example__E2__5.jpg,1
784,96 well image example__E2__6.jpg,1
785,96 well image example__E2__7.jpg,1
786,96 well image example__E2__8.jpg,1
787,96 well image example__E2__9.jpg,3
788,96 well image example__E2__10.jpg,1
789,96 well image example__E2__11.jpg,2
790,96 well image example__E2__12.jpg,3
791,96 well image example__E2__13.jpg,2
792,96 well image example__E2__14.jpg,2
793,96 well image example__E3__1.jpg,2
794,96 well image example__E3__2.jpg,1
795,96 well image example__E3__3.jpg,3
796,96 well image example__E3__4.jpg,2
797,96 well image example__E3__5.jpg,1
798,96 well image example__E3__6.jpg,3
799,96 well image example__E3__7.jpg,1
800,96 well image example__E3__8.jpg,2
801,96 well image example__E3__9.jpg,1
802,96 well image example__E3__10.jpg,2
803,96 well image example__E3__11.jpg,1
804,96 well image example__E3__12.jpg,1
805,96 well image example__E3__13.jpg,1
806,96 well image example__E3__14.jpg,1
807,96 well image example__E3__15.jpg,1
808,96 well image example__E3__16.jpg,1
809,96 well image example__E4__1.jpg,1
810,96 well image example__E4__2.jpg,1
811,96 well image example__E4__3.jpg,2
812,96 well image example__E4__4.jpg,1
813,96 well image example__E4__5.jpg,2
814,96 well image example__E4__6.jpg,2
815,96 well image example__E4__7.jpg,1
816,96 well image example__E4__8.jpg,1
817,96 well image example__E4__9.jpg,1
818,96 well image example__E4__10.jpg,1
819,96 well image example__E4__11.jpg,1
820,96 well image example__E4__12.jpg,1
821,96 well image example__E4__13.jpg,1
822,96 well image example__E4__14.jpg,1
823,96 well image example__E4__15.jpg,1
824,96 well image example__E4__16.jpg,1
825,96 well image example__E4__17.jpg,2
826,96 well image example__E4__18.jpg,3
827,96 well image example__E4__19.jpg,2
828,96 well image example__E5__1.jpg,1
829,96 well image example__E5__2.jpg,0
830,96 well image example__E5__3.jpg,1
831,96 well image example__E5__4.jpg,3
832,96 well image example__E5__5.jpg,1
833,96 well image example__E5__6.jpg,2
834,96 well image example__E5__7.jpg,2
835,96 well image example__E5__8.jpg,2
836,96 well image example__E5__9.jpg,1
837,96 well image example__E5__10.jpg,2
838,96 well image example__E5__11.jpg,2
839,96 well image example__E5__12.jpg,1
840,96 well image example__E5__13.jpg,1
841,96 well image example__E5__14.jpg,1
842,96 well image example__E5__15.jpg,2
843,96 well image example__E6__1.jpg,2
844,96 well image example__E6__2.jpg,1
845,96 well image example__E6__3.jpg,1
846,96 well image example__E6__4.jpg,1
847,96 well image example__E6__5.jpg,1
848,96 well image example__E6__6.jpg,1
849,96 well image example__E6__7.jpg,2
850,96 well image example__E6__8.jpg,1
851,96 well image example__E6__9.jpg,2
852,96 well image example__E6__10.jpg,1
853,96 well image example__E6__11.jpg,2
854,96 well image example__E6__12.jpg,1
855,96 well image example__E6__13.jpg,1
856,96 well image example__E6__14.jpg,1
857,96 well image example__E7__1.jpg,1
858,96 well image example__E7__2.jpg,1
859,96 well image example__E7__3.jpg,1
860,96 well image example__E7__4.jpg,1
861,96 well image example__E7__5.jpg,3
862,96 well image example__E7__6.jpg,1
863,96 well image example__E7__7.jpg,4
864,96 well image example__E7__8.jpg,1
865,96 well image example__E7__9.jpg,2
866,96 well image example__E7__10.jpg,1
867,96 well image example__E7__11.jpg,1
868,96 well image example__E7__12.jpg,1
869,96 well image example__E7__13.jpg,1
870,96 well image example__E7__14.jpg,1
871,96 well image example__E7__15.jpg,1
872,96 well image example__E7__16.jpg,2
873,96 well image example__E7__17.jpg,1
874,96 well image example__E7__18.jpg,2
875,96 well image example__E7__19.jpg,1
876,96 well image example__E7__20.jpg,0
877,96 well image example__E8__1.jpg,0
878,96 well image example__E8__2.jpg,1
879,96 well image example__E8__3.jpg,1
880,96 well image example__E8__4.jpg,1
881,96 well image example__E8__5.jpg,1
882,96 well image example__E8__6.jpg,1
883,96 well image example__E8__7.jpg,1
884,96 well image example__E8__8.jpg,1
885,96 well image example__E8__9.jpg,1
886,96 well image example__E8__10.jpg,2
887,96 well image example__E8__11.jpg,1
888,96 well image example__E8__12.jpg,1
889,96 well image example__E8__13.jpg,1
890,96 well image example__E9__1.jpg,1
891,96 well image example__E9__2.jpg,4
892,96 well image example__E9__3.jpg,1
893,96 well image example__E9__4.jpg,1
894,96 well image example__E9__5.jpg,1
895,96 well image example__E9__6.jpg,2
896,96 well image example__E9__7.jpg,1
897,96 well image example__E9__8.jpg,1
898,96 well image example__E9__9.jpg,1
899,96 well image example__E9__10.jpg,1
900,96 well image example__E9__11.jpg,1
901,96 well image example__E9__12.jpg,1
902,96 well image example__E9__13.jpg,2
903,96 well image example__E9__14.jpg,1
904,96 well image example__E9__15.jpg,1
905,96 well image example__E9__16.jpg,1
906,96 well image example__E9__17.jpg,1
907,96 well image example__E10__1.jpg,1
908,96 well image example__E10__2.jpg,1
909,96 well image example__E10__3.jpg,1
910,96 well image example__E10__4.jpg,1
911,96 well image example__E10__5.jpg,1
912,96 well image example__E10__6.jpg,1
913,96 well image example__E10__7.jpg,0
914,96 well image example__E10__8.jpg,1
915,96 well image example__E10__9.jpg,1
916,96 well image example__E10__10.jpg,1
917,96 well image example__E10__11.jpg,1
918,96 well image example__E10__12.jpg,1
919,96 well image example__E10__13.jpg,4
920,96 well image example__E10__14.jpg,1
921,96 well image example__E10__15.jpg,1
922,96 well image example__E10__16.jpg,4
923,96 well image example__E10__17.jpg,2
924,96 well image example__E10__18.jpg,2
925,96 well image example__E10__19.jpg,3
926,96 well image example__E11__1.jpg,1
927,96 well image example__E11__2.jpg,2
928,96 well image example__E11__3.jpg,1
929,96 well image example__E11__4.jpg,1
930,96 well image example__E11__5.jpg,2
931,96 well image example__E11__6.jpg,2
932,96 well image example__E11__7.jpg,2
933,96 well image example__E11__8.jpg,1
934,96 well image example__E11__9.jpg,1
935,96 well image example__E11__10.jpg,1
936,96 well image example__E11__11.jpg,1
937,96 well image example__E11__12.jpg,1
938,96 well image example__E11__13.jpg,2
939,96 well image example__E11__14.jpg,1
940,96 well image example__E11__15.jpg,1
941,96 well image example__E11__16.jpg,2
942,96 well image example__E11__17.jpg,1
943,96 well image example__E12__1.jpg,3
944,96 well image example__E12__2.jpg,1
945,96 well image example__E12__3.jpg,1
946,96 well image example__E12__4.jpg,2
947,96 well image example__E12__5.jpg,0
948,96 well image example__E12__6.jpg,1
949,96 well image example__E12__7.jpg,1
950,96 well image example__E12__8.jpg,3
951,96 well image example__E12__9.jpg,1
952,96 well image example__E12__10.jpg,1
953,96 well image example__E12__11.jpg,1
954,96 well image example__E12__12.jpg,2
955,96 well image example__E12__13.jpg,1
956,96 well image example__E12__14.jpg,1
957,96 well image example__F1__1.jpg,1
958,96 well image example__F1__2.jpg,1
959,96 well image example__F1__3.jpg,1
960,96 well image example__F1__4.jpg,1
961,96 well image example__F1__5.jpg,2
962,96 well image example__F1__6.jpg,1
963,96 well image example__F1__7.jpg,1
964,96 well image example__F1__8.jpg,1
965,96 well image example__F1__9.jpg,0
966,96 well image example__F1__10.jpg,2
967,96 well image example__F1__11.jpg,0
968,96 well image example__F2__1.jpg,1
969,96 well image example__F2__2.jpg,1
970,96 well image example__F2__3.jpg,2
971,96 well image example__F2__4.jpg,1
972,96 well image example__F2__5.jpg,1
973,96 well image example__F2__6.jpg,1
974,96 well image example__F2__7.jpg,1
975,96 well image example__F2__8.jpg,1
976,96 well image example__F2__9.jpg,1
977,96 well image example__F2__10.jpg,1
978,96 well image example__F2__11.jpg,2
979,96 well image example__F2__12.jpg,2
980,96 well image example__F2__13.jpg,1
981,96 well image example__F3__1.jpg,1
982,96 well image example__F3__2.jpg,1
983,96 well image example__F3__3.jpg,1
984,96 well image example__F3__4.jpg,2
985,96 well image example__F3__5.jpg,2
986,96 well image example__F3__6.jpg,1
987,96 well image example__F3__7.jpg,1
988,96 well image example__F3__8.jpg,2
989,96 well image example__F3__9.jpg,1
990,96 well image example__F3__10.jpg,2
991,96 well image example__F3__11.jpg,1
992,96 well image example__F3__12.jpg,1
993,96 well image example__F3__13.jpg,1
994,96 well image example__F3__14.jpg,0
995,96 well image example__F3__15.jpg,1
996,96 well image example__F3__16.jpg,1
997,96 well image example__F3__17.jpg,1
998,96 well image example__F3__18.jpg,1
999,96 well image example__F4__1.jpg,1
1000,96 well image example__F4__2.jpg,1
1001,96 well image example__F4__3.jpg,2
1002,96 well image example__F4__4.jpg,1
1003,96 well image example__F4__5.jpg,1
1004,96 well image example__F4__6.jpg,1
1005,96 well image example__F4__7.jpg,3
1006,96 well image example__F4__8.jpg,1
1007,96 well image example__F4__9.jpg,2
1008,96 well image example__F4__10.jpg,1
1009,96 well image example__F4__11.jpg,3
1010,96 well image example__F4__12.jpg,2
1011,96 well image example__F4__13.jpg,0
1012,96 well image example__F4__14.jpg,2
1013,96 well image example__F4__15.jpg,1
1014,96 well image example__F4__16.jpg,1
1015,96 well image example__F4__17.jpg,1
1016,96 well image example__F5__1.jpg,1
1017,96 well image example__F5__2.jpg,2
1018,96 well image example__F5__3.jpg,1
1019,96 well image example__F5__4.jpg,1
1020,96 well image example__F5__5.jpg,1
1021,96 well image example__F5__6.jpg,2
1022,96 well image example__F5__7.jpg,3
1023,96 well image example__F5__8.jpg,1
1024,96 well image example__F5__9.jpg,1
1025,96 well image example__F5__10.jpg,1
1026,96 well image example__F5__11.jpg,1
1027,96 well image example__F5__12.jpg,1
1028,96 well image example__F5__13.jpg,2
1029,96 well image example__F5__14.jpg,1
1030,96 well image example__F5__15.jpg,1
1031,96 well image example__F5__16.jpg,1
1032,96 well image example__F5__17.jpg,8
1033,96 well image example__F6__1.jpg,1
1034,96 well image example__F6__2.jpg,2
1035,96 well image example__F6__3.jpg,3
1036,96 well image example__F6__4.jpg,2
1037,96 well image example__F6__5.jpg,1
1038,96 well image example__F6__6.jpg,1
1039,96 well image example__F6__7.jpg,1
1040,96 well image example__F6__8.jpg,2
1041,96 well image example__F6__9.jpg,1
1042,96 well image example__F6__10.jpg,3
1043,96 well image example__F6__11.jpg,5
1044,96 well image example__F6__12.jpg,2
1045,96 well image example__F6__13.jpg,3
1046,96 well image example__F6__14.jpg,2
1047,96 well image example__F6__15.jpg,1
1048,96 well image example__F7__1.jpg,1
1049,96 well image example__F7__2.jpg,1
1050,96 well image example__F7__3.jpg,1
1051,96 well image example__F7__4.jpg,1
1052,96 well image example__F7__5.jpg,1
1053,96 well image example__F7__6.jpg,2
1054,96 well image example__F7__7.jpg,3
1055,96 well image example__F7__8.jpg,2
1056,96 well image example__F7__9.jpg,1
1057,96 well image example__F7__10.jpg,1
1058,96 well image example__F7__11.jpg,1
1059,96 well image example__F7__12.jpg,3
1060,96 well image example__F7__13.jpg,2
1061,96 well image example__F7__14.jpg,1
1062,96 well image example__F7__15.jpg,1
1063,96 well image example__F7__16.jpg,1
1064,96 well image example__F8__1.jpg,3
1065,96 well image example__F8__2.jpg,2
1066,96 well image example__F8__3.jpg,1
1067,96 well image example__F8__4.jpg,2
1068,96 well image example__F8__5.jpg,2
1069,96 well image example__F8__6.jpg,1
1070,96 well image example__F8__7.jpg,2
1071,96 well image example__F8__8.jpg,1
1072,96 well image example__F8__9.jpg,1
1073,96 well image example__F8__10.jpg,1
1074,96 well image example__F8__11.jpg,1
1075,96 well image example__F8__12.jpg,2
1076,96 well image example__F8__13.jpg,1
1077,96 well image example__F8__14.jpg,2
1078,96 well image example__F9__1.jpg,2
1079,96 well image example__F9__2.jpg,2
1080,96 well image example__F9__3.jpg,1
1081,96 well image example__F9__4.jpg,2
1082,96 well image example__F9__5.jpg,1
1083,96 well image example__F9__6.jpg,1
1084,96 well image example__F9__7.jpg,1
1085,96 well image example__F9__8.jpg,1
1086,96 well image example__F9__9.jpg,1
1087,96 well image example__F9__10.jpg,1
1088,96 well image example__F9__11.jpg,1
1089,96 well image example__F9__12.jpg,1
1090,96 well image example__F9__13.jpg,2
1091,96 well image example__F9__14.jpg,1
1092,96 well image example__F9__15.jpg,3
1093,96 well image example__F9__16.jpg,1
1094,96 well image example__F9__17.jpg,1
1095,96 well image example__F9__18.jpg,1
1096,96 well image example__F9__19.jpg,1
1097,96 well image example__F10__1.jpg,1
1098,96 well image example__F10__2.jpg,4
1099,96 well image example__F10__3.jpg,2
1100,96 well image example__F10__4.jpg,1
1101,96 well image example__F10__5.jpg,1
1102,96 well image example__F10__6.jpg,1
1103,96 well image example__F10__7.jpg,1
1104,96 well image example__F10__8.jpg,1
1105,96 well image example__F10__9.jpg,1
1106,96 well image example__F10__10.jpg,1
1107,96 well image example__F10__11.jpg,1
1108,96 well image example__F10__12.jpg,1
1109,96 well image example__F10__13.jpg,2
1110,96 well image example__F10__14.jpg,1
1111,96 well image example__F10__15.jpg,2
1112,96 well image example__F10__16.jpg,1
1113,96 well image example__F10__17.jpg,1
1114,96 well image example__F11__1.jpg,1
1115,96 well image example__F11__2.jpg,1
1116,96 well image example__F11__3.jpg,1
1117,96 well image example__F11__4.jpg,1
1118,96 well image example__F11__5.jpg,1
1119,96 well image example__F11__6.jpg,2
1120,96 well image example__F11__7.jpg,1
1121,96 well image example__F11__8.jpg,1
1122,96 well image example__F11__9.jpg,1
1123,96 well image example__F11__10.jpg,1
1124,96 well image example__F11__11.jpg,1
1125,96 well image example__F11__12.jpg,1
1126,96 well image example__F11__13.jpg,2
1127,96 well image example__F11__14.jpg,2
1128,96 well image example__F11__15.jpg,2
1129,96 well image example__F12__1.jpg,1
1130,96 well image example__F12__2.jpg,2
1131,96 well image example__F12__3.jpg,1
1132,96 well image example__F12__4.jpg,2
1133,96 well image example__F12__5.jpg,1
1134,96 well image example__F12__6.jpg,1
1135,96 well image example__F12__7.jpg,1
1136,96 well image example__F12__8.jpg,3
1137,96 well image example__F12__9.jpg,1
1138,96 well image example__F12__10.jpg,1
1139,96 well image example__F12__11.jpg,1
1140,96 well image example__F12__12.jpg,1
1141,96 well image example__F12__13.jpg,1
1142,96 well image example__F12__14.jpg,1
1143,96 well image example__F12__15.jpg,2
1144,96 well image example__F12__16.jpg,2
1145,96 well image example__F12__17.jpg,2
1146,96 well image example__F12__18.jpg,1
1147,96 well image example__F12__19.jpg,1
1148,96 well image example__F12__20.jpg,2
1149,96 well image example__G1__1.jpg,1
1150,96 well image example__G1__2.jpg,1
1151,96 well image example__G1__3.jpg,1
1152,96 well image example__G1__4.jpg,2
1153,96 well image example__G1__5.jpg,1
1154,96 well image example__G1__6.jpg,2
1155,96 well image example__G1__7.jpg,1
1156,96 well image example__G1__8.jpg,2
1157,96 well image example__G1__9.jpg,1
1158,96 well image example__G1__10.jpg,1
1159,96 well image example__G1__11.jpg,1
1160,96 well image example__G1__12.jpg,2
1161,96 well image example__G1__13.jpg,1
1162,96 well image example__G1__14.jpg,1
1163,96 well image example__G2__1.jpg,1
1164,96 well image example__G2__2.jpg,1
1165,96 well image example__G2__3.jpg,1
1166,96 well image example__G2__4.jpg,2
1167,96 well image example__G2__5.jpg,1
1168,96 well image example__G2__6.jpg,2
1169,96 well image example__G2__7.jpg,0
1170,96 well image example__G2__8.jpg,1
1171,96 well image example__G2__9.jpg,1
1172,96 well image example__G2__10.jpg,2
1173,96 well image example__G2__11.jpg,1
1174,96 well image example__G2__12.jpg,1
1175,96 well image example__G2__13.jpg,2
1176,96 well image example__G2__14.jpg,1
1177,96 well image example__G2__15.jpg,2
1178,96 well image example__G2__16.jpg,0
1179,96 well image example__G3__1.jpg,1
1180,96 well image example__G3__2.jpg,5
1181,96 well image example__G3__3.jpg,2
1182,96 well image example__G3__4.jpg,1
1183,96 well image example__G3__5.jpg,2
1184,96 well image example__G3__6.jpg,0
1185,96 well image example__G3__7.jpg,1
1186,96 well image example__G3__8.jpg,1
1187,96 well image example__G3__9.jpg,1
1188,96 well image example__G3__10.jpg,1
1189,96 well image example__G3__11.jpg,1
1190,96 well image example__G3__12.jpg,2
1191,96 well image example__G3__13.jpg,1
1192,96 well image example__G3__14.jpg,1
1193,96 well image example__G3__15.jpg,2
1194,96 well image example__G3__16.jpg,1
1195,96 well image example__G3__17.jpg,1
1196,96 well image example__G4__1.jpg,1
1197,96 well image example__G4__2.jpg,1
1198,96 well image example__G4__3.jpg,5
1199,96 well image example__G4__4.jpg,1
1200,96 well image example__G4__5.jpg,3
1201,96 well image example__G4__6.jpg,1
1202,96 well image example__G4__7.jpg,2
1203,96 well image example__G4__8.jpg,1
1204,96 well image example__G4__9.jpg,4
1205,96 well image example__G4__10.jpg,1
1206,96 well image example__G4__11.jpg,1
1207,96 well image example__G4__12.jpg,1
1208,96 well image example__G4__13.jpg,1
1209,96 well image example__G4__14.jpg,3
1210,96 well image example__G4__15.jpg,1
1211,96 well image example__G4__16.jpg,1
1212,96 well image example__G4__17.jpg,1
1213,96 well image example__G4__18.jpg,1
1214,96 well image example__G5__1.jpg,2
1215,96 well image example__G5__2.jpg,1
1216,96 well image example__G5__3.jpg,1
1217,96 well image example__G5__4.jpg,1
1218,96 well image example__G5__5.jpg,1
1219,96 well image example__G5__6.jpg,1
1220,96 well image example__G5__7.jpg,1
1221,96 well image example__G5__8.jpg,1
1222,96 well image example__G5__9.jpg,3
1223,96 well image example__G5__10.jpg,1
1224,96 well image example__G5__11.jpg,1
1225,96 well image example__G5__12.jpg,0
1226,96 well image example__G5__13.jpg,1
1227,96 well image example__G5__14.jpg,1
1228,96 well image example__G5__15.jpg,1
1229,96 well image example__G5__16.jpg,1
1230,96 well image example__G6__1.jpg,1
1231,96 well image example__G6__2.jpg,1
1232,96 well image example__G6__3.jpg,1
1233,96 well image example__G6__4.jpg,1
1234,96 well image example__G6__5.jpg,1
1235,96 well image example__G6__6.jpg,1
1236,96 well image example__G6__7.jpg,2
1237,96 well image example__G6__8.jpg,1
1238,96 well image example__G6__9.jpg,1
1239,96 well image example__G6__10.jpg,2
1240,96 well image example__G6__11.jpg,1
1241,96 well image example__G6__12.jpg,1
1242,96 well image example__G6__13.jpg,1
1243,96 well image example__G6__14.jpg,1
1244,96 well image example__G6__15.jpg,1
1245,96 well image example__G6__16.jpg,1
1246,96 well image example__G6__17.jpg,1
1247,96 well image example__G7__1.jpg,1
1248,96 well image example__G7__2.jpg,1
1249,96 well image example__G7__3.jpg,1
1250,96 well image example__G7__4.jpg,1
1251,96 well image example__G7__5.jpg,1
1252,96 well image example__G7__6.jpg,1
1253,96 well image example__G7__7.jpg,1
1254,96 well image example__G7__8.jpg,1
1255,96 well image example__G7__9.jpg,1
1256,96 well image example__G7__10.jpg,1
1257,96 well image example__G7__11.jpg,1
1258,96 well image example__G7__12.jpg,1
1259,96 well image example__G7__13.jpg,1
1260,96 well image example__G7__14.jpg,3
1261,96 well image example__G7__15.jpg,0
1262,96 well image example__G7__16.jpg,3
1263,96 well image example__G8__1.jpg,1
1264,96 well image example__G8__2.jpg,4
1265,96 well image example__G8__3.jpg,3
1266,96 well image example__G8__4.jpg,1
1267,96 well image example__G8__5.jpg,3
1268,96 well image example__G8__6.jpg,1
1269,96 well image example__G8__7.jpg,1
1270,96 well image example__G8__8.jpg,1
1271,96 well image example__G8__9.jpg,1
1272,96 well image example__G8__10.jpg,1
1273,96 well image example__G8__11.jpg,3
1274,96 well image example__G8__12.jpg,3
1275,96 well image example__G9__1.jpg,1
1276,96 well image example__G9__2.jpg,1
1277,96 well image example__G9__3.jpg,1
1278,96 well image example__G9__4.jpg,1
1279,96 well image example__G9__5.jpg,1
1280,96 well image example__G9__6.jpg,3
1281,96 well image example__G9__7.jpg,3
1282,96 well image example__G9__8.jpg,2
1283,96 well image example__G9__9.jpg,1
1284,96 well image example__G9__10.jpg,1
1285,96 well image example__G9__11.jpg,2
1286,96 well image example__G9__12.jpg,1
1287,96 well image example__G9__13.jpg,2
1288,96 well image example__G9__14.jpg,2
1289,96 well image example__G9__15.jpg,1
1290,96 well image example__G10__1.jpg,1
1291,96 well image example__G10__2.jpg,1
1292,96 well image example__G10__3.jpg,2
1293,96 well image example__G10__4.jpg,1
1294,96 well image example__G10__5.jpg,1
1295,96 well image example__G10__6.jpg,2
1296,96 well image example__G10__7.jpg,2
1297,96 well image example__G10__8.jpg,1
1298,96 well image example__G10__9.jpg,1
1299,96 well image example__G10__10.jpg,1
1300,96 well image example__G10__11.jpg,1
1301,96 well image example__G10__12.jpg,1
1302,96 well image example__G10__13.jpg,1
1303,96 well image example__G10__14.jpg,1
1304,96 well image example__G10__15.jpg,1
1305,96 well image example__G10__16.jpg,1
1306,96 well image example__G10__17.jpg,1
1307,96 well image example__G10__18.jpg,1
1308,96 well image example__G11__1.jpg,1
1309,96 well image example__G11__2.jpg,2
1310,96 well image example__G11__3.jpg,1
1311,96 well image example__G11__4.jpg,1
1312,96 well image example__G11__5.jpg,1
1313,96 well image example__G11__6.jpg,1
1314,96 well image example__G11__7.jpg,1
1315,96 well image example__G11__8.jpg,1
1316,96 well image example__G11__9.jpg,1
1317,96 well image example__G11__10.jpg,1
1318,96 well image example__G11__11.jpg,2
1319,96 well image example__G11__12.jpg,1
1320,96 well image example__G11__13.jpg,1
1321,96 well image example__G11__14.jpg,1
1322,96 well image example__G12__1.jpg,1
1323,96 well image example__G12__2.jpg,1
1324,96 well image example__G12__3.jpg,1
1325,96 well image example__G12__4.jpg,1
1326,96 well image example__G12__5.jpg,2
1327,96 well image example__G12__6.jpg,1
1328,96 well image example__G12__7.jpg,1
1329,96 well image example__G12__8.jpg,1
1330,96 well image example__G12__9.jpg,1
1331,96 well image example__G12__10.jpg,1
1332,96 well image example__G12__11.jpg,1
1333,96 well image example__G12__12.jpg,1
1334,96 well image example__G12__13.jpg,1
1335,96 well image example__G12__14.jpg,1
1336,96 well image example__G12__15.jpg,1
1337,96 well image example__G12__16.jpg,1
1338,96 well image example__G12__17.jpg,1
1339,96 well image example__H1__1.jpg,9
1340,96 well image example__H1__2.jpg,1
1341,96 well image example__H1__3.jpg,3
1342,96 well image example__H1__4.jpg,1
1343,96 well image example__H1__5.jpg,1
1344,96 well image example__H1__6.jpg,2
1345,96 well image example__H1__7.jpg,8
1346,96 well image example__H1__8.jpg,4
1347,96 well image example__H1__9.jpg,1
1348,96 well image example__H1__10.jpg,1
1349,96 well image example__H1__11.jpg,1
1350,96 well image example__H1__12.jpg,3
1351,96 well image example__H1__13.jpg,0
1352,96 well image example__H1__14.jpg,1
1353,96 well image example__H1__15.jpg,1
1354,96 well image example__H1__16.jpg,2
1355,96 well image example__H1__17.jpg,1
1356,96 well image example__H1__18.jpg,2
1357,96 well image example__H1__19.jpg,13
1358,96 well image example__H1__20.jpg,1
1359,96 well image example__H1__21.jpg,1
1360,96 well image example__H1__22.jpg,3
1361,96 well image example__H1__23.jpg,1
1362,96 well image example__H1__24.jpg,2
1363,96 well image example__H1__25.jpg,3
1364,96 well image example__H2__1.jpg,1
1365,96 well image example__H2__2.jpg,1
1366,96 well image example__H2__3.jpg,3
1367,96 well image example__H2__4.jpg,1
1368,96 well image example__H2__5.jpg,1
1369,96 well image example__H2__6.jpg,1
1370,96 well image example__H2__7.jpg,1
1371,96 well image example__H2__8.jpg,1
1372,96 well image example__H2__9.jpg,1
1373,96 well image example__H2__10.jpg,1
1374,96 well image example__H2__11.jpg,1
1375,96 well image example__H2__12.jpg,1
1376,96 well image example__H2__13.jpg,1
1377,96 well image example__H2__14.jpg,1
1378,96 well image example__H2__15.jpg,1
1379,96 well image example__H2__16.jpg,2
1380,96 well image example__H2__17.jpg,4
1381,96 well image example__H2__18.jpg,1
1382,96 well image example__H3__1.jpg,1
1383,96 well image example__H3__2.jpg,1
1384,96 well image example__H3__3.jpg,1
1385,96 well image example__H3__4.jpg,1
1386,96 well image example__H3__5.jpg,1
1387,96 well image example__H3__6.jpg,7
1388,96 well image example__H3__7.jpg,1
1389,96 well image example__H3__8.jpg,1
1390,96 well image example__H3__9.jpg,1
1391,96 well image example__H3__10.jpg,1
1392,96 well image example__H3__11.jpg,1
1393,96 well image example__H3__12.jpg,1
1394,96 well image example__H3__13.jpg,1
1395,96 well image example__H4__1.jpg,2
1396,96 well image example__H4__2.jpg,2
1397,96 well image example__H4__3.jpg,2
1398,96 well image example__H4__4.jpg,2
1399,96 well image example__H4__5.jpg,1
1400,96 well image example__H4__6.jpg,1
1401,96 well image example__H4__7.jpg,2
1402,96 well image example__H4__8.jpg,3
1403,96 well image example__H4__9.jpg,1
1404,96 well image example__H4__10.jpg,1
1405,96 well image example__H4__11.jpg,3
1406,96 well image example__H4__12.jpg,1
1407,96 well image example__H4__13.jpg,1
1408,96 well image example__H4__14.jpg,1
1409,96 well image example__H5__1.jpg,1
1410,96 well image example__H5__2.jpg,1
1411,96 well image example__H5__3.jpg,1
1412,96 well image example__H5__4.jpg,2
1413,96 well image example__H5__5.jpg,1
1414,96 well image example__H5__6.jpg,2
1415,96 well image example__H5__7.jpg,1
1416,96 well image example__H5__8.jpg,1
1417,96 well image example__H5__9.jpg,2
1418,96 well image example__H5__10.jpg,1
1419,96 well image example__H5__11.jpg,1
1420,96 well image example__H6__1.jpg,1
1421,96 well image example__H6__2.jpg,1
1422,96 well image example__H6__3.jpg,1
1423,96 well image example__H6__4.jpg,2
1424,96 well image example__H6__5.jpg,1
1425,96 well image example__H6__6.jpg,1
1426,96 well image example__H6__7.jpg,1
1427,96 well image example__H6__8.jpg,2
1428,96 well image example__H6__9.jpg,1
1429,96 well image example__H6__10.jpg,3
1430,96 well image example__H6__11.jpg,0
1431,96 well image example__H6__12.jpg,1
1432,96 well image example__H6__13.jpg,1
1433,96 well image example__H6__14.jpg,2
1434,96 well image example__H6__15.jpg,2
1435,96 well image example__H6__16.jpg,1
1436,96 well image example__H6__17.jpg,2
1437,96 well image example__H6__18.jpg,1
1438,96 well image example__H6__19.jpg,1
1439,96 well image example__H7__1.jpg,1
1440,96 well image example__H7__2.jpg,3
1441,96 well image example__H7__3.jpg,1
1442,96 well image example__H7__4.jpg,2
1443,96 well image example__H7__5.jpg,1
1444,96 well image example__H7__6.jpg,1
1445,96 well image example__H7__7.jpg,2
